
================= Data Statistics =================
Full Data Statistics:
  Count: 3486
  Mean:  0.3510
  Var:   0.0089

Sample Data Statistics:
  Count: 228
  Mean:  0.3347
  Var:   0.0042

Sample size: 228  (should be 228)
Cohen's d:   0.1755

===== Easy Samples =====
 1. [Easy]   ../cubicasa5k-3493-cubigraph/high_quality/11255   (score: 0.2560)
 2. [Easy]   ../cubicasa5k-3493-cubigraph/high_quality/1547   (score: 0.2665)
 3. [Easy]   ../cubicasa5k-3493-cubigraph/colorful/12200   (score: 0.2245)
 4. [Easy]   ../cubicasa5k-3493-cubigraph/high_quality/10392   (score: 0.2560)
 5. [Easy]   ../cubicasa5k-3493-cubigraph/high_quality_architectural/233   (score: 0.1600)
 6. [Easy]   ../cubicasa5k-3493-cubigraph/high_quality_architectural/11008   (score: 0.2701)
 7. [Easy]   ../cubicasa5k-3493-cubigraph/high_quality_architectural/14146   (score: 0.2771)
 8. [Easy]   ../cubicasa5k-3493-cubigraph/high_quality_architectural/11279   (score: 0.2701)
 9. [Easy]   ../cubicasa5k-3493-cubigraph/high_quality_architectural/11025   (score: 0.2095)
10. [Easy]   ../cubicasa5k-3493-cubigraph/high_quality_architectural/10359   (score: 0.1600)
11. [Easy]   ../cubicasa5k-3493-cubigraph/high_quality/20223   (score: 0.2491)
12. [Easy]   ../cubicasa5k-3493-cubigraph/colorful/8395   (score: 0.2455)
13. [Easy]   ../cubicasa5k-3493-cubigraph/high_quality_architectural/7710   (score: 0.1341)
14. [Easy]   ../cubicasa5k-3493-cubigraph/high_quality/12874   (score: 0.2810)
15. [Easy]   ../cubicasa5k-3493-cubigraph/high_quality/14127   (score: 0.2245)
16. [Easy]   ../cubicasa5k-3493-cubigraph/high_quality_architectural/12677   (score: 0.2551)
17. [Easy]   ../cubicasa5k-3493-cubigraph/colorful/1732   (score: 0.2350)
18. [Easy]   ../cubicasa5k-3493-cubigraph/colorful/3721   (score: 0.2240)
19. [Easy]   ../cubicasa5k-3493-cubigraph/high_quality_architectural/11409   (score: 0.2560)
20. [Easy]   ../cubicasa5k-3493-cubigraph/high_quality/13201   (score: 0.2670)
21. [Easy]   ../cubicasa5k-3493-cubigraph/high_quality/6180   (score: 0.3075)
22. [Easy]   ../cubicasa5k-3493-cubigraph/high_quality_architectural/7089   (score: 0.3091)
23. [Easy]   ../cubicasa5k-3493-cubigraph/high_quality_architectural/790   (score: 0.3188)
24. [Easy]   ../cubicasa5k-3493-cubigraph/high_quality_architectural/122   (score: 0.3145)
25. [Easy]   ../cubicasa5k-3493-cubigraph/high_quality/1144   (score: 0.2908)
26. [Easy]   ../cubicasa5k-3493-cubigraph/high_quality_architectural/13071   (score: 0.3126)
27. [Easy]   ../cubicasa5k-3493-cubigraph/high_quality/11317   (score: 0.2925)
28. [Easy]   ../cubicasa5k-3493-cubigraph/high_quality_architectural/10152   (score: 0.3071)
29. [Easy]   ../cubicasa5k-3493-cubigraph/high_quality/14267   (score: 0.2876)
30. [Easy]   ../cubicasa5k-3493-cubigraph/high_quality_architectural/20026   (score: 0.3081)
31. [Easy]   ../cubicasa5k-3493-cubigraph/high_quality_architectural/3517   (score: 0.3226)
32. [Easy]   ../cubicasa5k-3493-cubigraph/high_quality_architectural/13580   (score: 0.3075)
33. [Easy]   ../cubicasa5k-3493-cubigraph/high_quality_architectural/11756   (score: 0.3153)
34. [Easy]   ../cubicasa5k-3493-cubigraph/high_quality_architectural/7835   (score: 0.3025)
35. [Easy]   ../cubicasa5k-3493-cubigraph/high_quality/13486   (score: 0.3025)
36. [Easy]   ../cubicasa5k-3493-cubigraph/high_quality/1593   (score: 0.3025)
37. [Easy]   ../cubicasa5k-3493-cubigraph/high_quality_architectural/13161   (score: 0.3056)
38. [Easy]   ../cubicasa5k-3493-cubigraph/high_quality/10635   (score: 0.3025)
39. [Easy]   ../cubicasa5k-3493-cubigraph/high_quality_architectural/12227   (score: 0.2961)
40. [Easy]   ../cubicasa5k-3493-cubigraph/high_quality_architectural/12537   (score: 0.3156)
41. [Easy]   ../cubicasa5k-3493-cubigraph/high_quality_architectural/10634   (score: 0.3276)
42. [Easy]   ../cubicasa5k-3493-cubigraph/high_quality_architectural/12878   (score: 0.3291)
43. [Easy]   ../cubicasa5k-3493-cubigraph/high_quality_architectural/13645   (score: 0.3276)
44. [Easy]   ../cubicasa5k-3493-cubigraph/high_quality_architectural/4971   (score: 0.3276)
45. [Easy]   ../cubicasa5k-3493-cubigraph/high_quality/3733   (score: 0.3288)
46. [Easy]   ../cubicasa5k-3493-cubigraph/high_quality_architectural/14466   (score: 0.3276)
47. [Easy]   ../cubicasa5k-3493-cubigraph/high_quality_architectural/11566   (score: 0.3291)
48. [Easy]   ../cubicasa5k-3493-cubigraph/high_quality/9961   (score: 0.3276)
49. [Easy]   ../cubicasa5k-3493-cubigraph/high_quality_architectural/10222   (score: 0.3276)
50. [Easy]   ../cubicasa5k-3493-cubigraph/high_quality/9920   (score: 0.3254)
51. [Easy]   ../cubicasa5k-3493-cubigraph/colorful/7100   (score: 0.3254)
52. [Easy]   ../cubicasa5k-3493-cubigraph/high_quality/12980   (score: 0.3293)
53. [Easy]   ../cubicasa5k-3493-cubigraph/high_quality_architectural/11180   (score: 0.3255)
54. [Easy]   ../cubicasa5k-3493-cubigraph/high_quality_architectural/5691   (score: 0.3276)
55. [Easy]   ../cubicasa5k-3493-cubigraph/high_quality/368   (score: 0.3260)
